segment_id,store_id,product_id,posterior_mean,posterior_std
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,086d252c-c27e-40f3-bc96-19d03948cec0,-0.08218785434038153,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,31b0a382-8c3c-48d9-acdd-831665a7c0e3,0.0,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,4e9a29fd-a0f1-42f7-aed0-44e32f7024a2,0.0,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,68767549-3cb3-4165-b0e3-1a3a75289e42,-2.560896650856427,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,6e0c30a8-554f-4960-9124-1eb1e4cfe72d,-2.2330711059102994,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,72c589f5-df79-4a1e-918e-667f0a5f276c,-0.027462027152125805,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,82868eaf-0b56-4670-a2d6-f40c1d1002cb,-0.4909056784535059,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,86f5d282-be9d-4754-826c-a20668cca6e6,6.1421359963280535,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,8c2671fe-cba1-4305-9590-3f42b021926c,6.696197078112111,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,97de171d-9ebe-4e3a-a948-8e74ec9b45e0,-0.5660758969463879,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,9d5d2259-6fa3-4d29-8cde-fe6b1498cd7d,-2.3037200358403256,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,a2673d8c-c3a0-47d3-b72d-605503f1a21a,-5.307751259165011,0.0
0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,0186c81e-43a5-4dda-b819-de0a892a8451,a701c623-579d-42bd-a2fe-a34578c54b24,3.0124016742823625,0.0
