,product_id,posterior_mean,posterior_std
0,003b9c64-9114-4cd4-be25-e09b8808a9bc,0.45568117137255487,0.5068601970815875
1,03237d39-c6c5-459e-8ecf-c28da603c12b,0.5420535195406803,0.30350838044646566
2,03dfa734-77ea-4ae8-b8b3-42d17d85edfb,0.565615761415571,0.2790270675762636
3,04d91d70-150f-47b4-8901-bee4622b0f83,0.5334242806737938,0.6120828953424865
4,061645d9-ca92-4b5a-80f3-8ba759bf4475,0.702799871626503,0.6963181493468269
5,075134f0-41d9-4987-bf46-73c1c200cbdb,0.6003602918864249,0.6840118680520795
6,086d252c-c27e-40f3-bc96-19d03948cec0,0.7180765375015981,0.08622855230018893
7,08cea0aa-9cc6-4125-a9e1-7172c3167079,0.685936778723654,0.6493583564689629
8,0aeac24d-8446-4e66-ae04-a22e522f02ee,0.5861334517568472,0.6785925501553677
9,0c13a85a-c312-442c-9f69-76c8b1a1625d,0.5931025568874151,0.5681380965102943
10,0d012f2e-5588-4de8-b8a8-dfb6d18cc35e,0.5234125193017954,0.5760125993388991
11,13f9a232-5324-4dc7-b49a-d3d546653980,0.7338395859690762,0.25290336964140087
12,1550a749-b499-43e7-9715-53d85eb64183,0.7732773408861847,0.5707050333589267
13,19511c68-cc7b-4d6a-8b02-0c313184b708,0.46857838214174247,0.6575302636803719
14,1f89e0e1-db00-4b29-a7a8-9ff382ba2a7a,0.5223043116087668,0.6684061860143848
15,21c334d4-c166-463d-b124-f0eae503cca7,0.3738692185902539,0.6685498292566129
16,232755f0-8152-4b5d-8c86-02ba26502a54,0.4622054069237776,0.5982571061045634
17,2361d359-1ee4-45d4-9321-50640621fa85,0.6938062523478524,0.2525266437712738
18,272ebd77-cb20-457b-ab9f-9fe96454fa41,0.8881094496246414,0.6065516023992007
19,292a3158-dd25-4e98-8568-b8a911d0ceb2,0.8198617459655236,0.5417628551904119
20,2afbf093-57b7-4827-9aa7-440a5c947a39,0.7092593368091443,0.8242067117060773
21,2c49da95-6f98-40c4-93cf-a1999a055220,0.5966830979601445,0.6545724479158196
22,2c50bd95-4727-423e-ab4d-22b27ce87f9c,0.5993851385310882,0.5274036803808356
23,2d1e949e-663c-44f7-b633-34f5e05077b4,0.935895667172876,0.6453154075510209
24,2d2e993b-ec98-408d-95c6-61005196b76a,0.8927650164837592,0.7000937331249805
25,318189d5-b62c-49b5-808e-8f19a90f6e0e,0.39855411452783956,0.6012592417453708
26,31b0a382-8c3c-48d9-acdd-831665a7c0e3,0.7730007609916474,0.5302187662768741
27,321e51e9-1096-48ec-b8e7-de3bbf0cce9e,0.571169073928082,0.4354752042165139
28,32e2bca6-0a62-4a8a-a183-b597dcfdbda6,0.6396402529366313,0.5159226246790911
29,342f4465-63ba-4274-8570-986f14591d8d,0.6000189406806313,0.21368713016385862
30,34a644ae-ecdb-4572-80c4-6289cb1307a6,1.1661495091261536,0.7613341379675608
31,3506c6fe-bd43-4b30-b72a-3ff070cfa8f5,0.6940322704560707,0.6618584048019854
32,38f97442-95dc-49d6-8e44-cdd636a72def,0.6354129868172584,0.37567789097330345
33,39242ec8-bfeb-448f-8f3e-47fab1bf1945,0.5293964027820366,0.23594287847791376
34,3960bfeb-a45a-4018-b5c1-8453a06f0f61,0.697245145208993,0.5622217215836676
35,3961d7ae-5ce4-4600-9190-c8b4e8036943,0.7596185678776192,0.4316378979992553
36,3b7c2ae4-fcca-4886-8331-aaa6c87e079e,0.6695947465868962,0.6119064957219631
37,3d427248-9bda-4c84-8a5c-205514c62924,0.5969097779974006,0.6413292814638273
38,40452a18-9a5b-4e2a-b12b-35f1eab21082,0.4531626136726353,0.3032217758952649
39,40cb705c-4a13-4166-9e02-58c0d5d19b37,0.6761747538907105,0.5528522199999629
40,4145ad90-8425-4557-9d99-cb22976fa5c0,0.7584311948861082,0.5021523058943216
41,42a8740c-a24f-45cb-b027-595a7a7d2458,0.7026876221250491,0.24105113159443434
42,42ad52b4-9de4-4661-bc4b-f2c85110049d,0.7087785339549152,0.5401236381061753
43,461ff36f-8658-43dd-a19f-150888082fb2,0.6225861763978358,0.6064486561926524
44,470dcbbd-6531-49e6-9220-1c9d19a6ca25,0.9631920761541971,0.8696822438640627
45,47d29b31-6642-4ebe-958d-14df653be9a8,0.6417108430092389,0.6271360552046352
46,4ab16504-48f7-4e94-be2b-5231f9964f82,0.8355954614902619,0.7093601842810255
47,4bcfea9f-f4cc-478a-92ab-2cd63d7c1969,0.7906695364724774,0.6932696726643808
48,4d2eec3b-094e-4636-8a9f-61d8361db3fe,0.5761126301505983,0.5214910500116678
49,4d3ca276-ae69-43d6-92da-b1addf656f61,0.4625435119833534,0.6781335416865072
50,4dc66869-378b-4508-ad89-10713ca775d9,0.6777761774752012,0.3034716386510283
